,name,sex,age,region,membership,preferType,selectType,deliveryFeeWillingToPay,orderCycle,remainder,orderQuantity,date,quantity,deliveryType,deliveryFee,n=1,n=7,n=14,n=30,n=60,n=90,last_ordered_quantity,days_after_last_order,year,month,weeknumber,dateindex,buy,case
16,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-01-01,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0,15.0,2021,1,53,202101_53,0,1027.0
17,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-01-02,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0,16.0,2021,1,53,202101_53,0,820.0
18,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-01-03,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0,17.0,2021,1,53,202101_53,0,657.0
19,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-01-04,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0,18.0,2021,1,1,202101_01,0,1020.0
20,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-01-05,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0,19.0,2021,1,1,202101_01,0,714.0
21,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-01-06,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0,20.0,2021,1,1,202101_01,0,838.0
22,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-01-07,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0,21.0,2021,1,1,202101_01,0,869.0
23,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-01-08,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0,22.0,2021,1,1,202101_01,0,674.0
24,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-01-09,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0,23.0,2021,1,1,202101_01,0,641.0
25,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-01-10,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0,24.0,2021,1,1,202101_01,0,657.0
26,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-01-11,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0,25.0,2021,1,2,202101_02,0,451.0
27,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-01-12,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0,26.0,2021,1,2,202101_02,0,537.0
28,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-01-13,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0,27.0,2021,1,2,202101_02,0,561.0
29,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-01-14,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0,28.0,2021,1,2,202101_02,0,524.0
30,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-01-15,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0,29.0,2021,1,2,202101_02,0,512.0
31,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,30.0,2021,1,2,202101_02,0,580.0
32,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,31.0,2021,1,2,202101_02,0,520.0
33,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,32.0,2021,1,3,202101_03,0,389.0
34,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,33.0,2021,1,3,202101_03,0,386.0
35,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,34.0,2021,1,3,202101_03,0,404.0
36,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,35.0,2021,1,3,202101_03,0,400.0
37,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,36.0,2021,1,3,202101_03,0,346.0
38,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,37.0,2021,1,3,202101_03,0,431.0
39,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,38.0,2021,1,3,202101_03,0,392.0
40,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,39.0,2021,1,4,202101_04,0,437.0
41,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,40.0,2021,1,4,202101_04,0,349.0
42,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,41.0,2021,1,4,202101_04,0,559.0
43,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,42.0,2021,1,4,202101_04,0,497.0
44,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,43.0,2021,1,4,202101_04,0,469.0
45,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,44.0,2021,1,4,202101_04,0,456.0
46,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,45.0,2021,1,4,202101_04,0,354.0
47,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,46.0,2021,2,5,202102_05,0,305.0
48,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,47.0,2021,2,5,202102_05,0,336.0
49,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,48.0,2021,2,5,202102_05,0,467.0
50,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,49.0,2021,2,5,202102_05,0,451.0
51,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0,2021,2,5,202102_05,0,370.0
52,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,51.0,2021,2,5,202102_05,0,390.0
53,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,52.0,2021,2,5,202102_05,0,371.0
54,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,53.0,2021,2,6,202102_06,0,288.0
55,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,54.0,2021,2,6,202102_06,0,303.0
56,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,55.0,2021,2,6,202102_06,0,444.0
57,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,56.0,2021,2,6,202102_06,0,504.0
58,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,57.0,2021,2,6,202102_06,0,403.0
59,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,58.0,2021,2,6,202102_06,0,362.0
60,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,59.0,2021,2,6,202102_06,0,326.0
61,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,60.0,2021,2,7,202102_07,0,343.0
62,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,61.0,2021,2,7,202102_07,0,457.0
63,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,62.0,2021,2,7,202102_07,0,621.0
64,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,63.0,2021,2,7,202102_07,0,621.0
65,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,64.0,2021,2,7,202102_07,0,561.0
66,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,65.0,2021,2,7,202102_07,0,448.0
67,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,66.0,2021,2,7,202102_07,0,416.0
68,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,67.0,2021,2,8,202102_08,0,332.0
69,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-02-23,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,68.0,2021,2,8,202102_08,1,356.0
70,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-02-24,0.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,100.0,50.0,1.0,2021,2,8,202102_08,0,440.0
71,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-02-25,0.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0,100.0,50.0,1.0,2021,2,8,202102_08,0,395.0
72,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-02-26,0.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0,100.0,50.0,2.0,2021,2,8,202102_08,0,387.0
73,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-02-27,0.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0,100.0,50.0,3.0,2021,2,8,202102_08,0,415.0
74,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-02-28,0.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0,100.0,50.0,4.0,2021,2,8,202102_08,0,355.0
75,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-03-01,0.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0,100.0,50.0,5.0,2021,3,9,202103_09,0,355.0
76,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-03-02,0.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0,100.0,50.0,6.0,2021,3,9,202103_09,0,344.0
77,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-03-03,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,100.0,50.0,7.0,2021,3,9,202103_09,0,444.0
78,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-03-04,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,100.0,50.0,8.0,2021,3,9,202103_09,0,424.0
79,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-03-05,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,100.0,50.0,9.0,2021,3,9,202103_09,0,398.0
80,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-03-06,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,100.0,50.0,10.0,2021,3,9,202103_09,0,418.0
81,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-03-07,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,100.0,50.0,11.0,2021,3,9,202103_09,0,416.0
82,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-03-08,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,100.0,50.0,12.0,2021,3,10,202103_10,0,346.0
83,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-03-09,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,100.0,50.0,13.0,2021,3,10,202103_10,0,446.0
84,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-03-10,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,100.0,50.0,14.0,2021,3,10,202103_10,0,470.0
85,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-03-11,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,100.0,50.0,15.0,2021,3,10,202103_10,0,465.0
86,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-03-12,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,100.0,50.0,16.0,2021,3,10,202103_10,0,488.0
87,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-03-13,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,100.0,50.0,17.0,2021,3,10,202103_10,0,490.0
88,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-03-14,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,100.0,50.0,18.0,2021,3,10,202103_10,0,459.0
89,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-03-15,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,100.0,50.0,19.0,2021,3,11,202103_11,0,379.0
90,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-03-16,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,100.0,50.0,20.0,2021,3,11,202103_11,0,363.0
91,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-03-17,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0,21.0,2021,3,11,202103_11,0,469.0
92,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-03-18,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0,22.0,2021,3,11,202103_11,0,445.0
93,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-03-19,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0,23.0,2021,3,11,202103_11,0,463.0
94,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-03-20,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0,24.0,2021,3,11,202103_11,0,447.0
95,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-03-21,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0,25.0,2021,3,11,202103_11,0,456.0
96,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-03-22,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0,26.0,2021,3,12,202103_12,0,415.0
97,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-03-23,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0,27.0,2021,3,12,202103_12,0,346.0
98,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-03-24,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0,28.0,2021,3,12,202103_12,0,428.0
99,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-03-25,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0,29.0,2021,3,12,202103_12,0,430.0
100,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,30.0,2021,3,12,202103_12,0,489.0
101,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,31.0,2021,3,12,202103_12,0,505.0
102,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,32.0,2021,3,12,202103_12,0,482.0
103,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,33.0,2021,3,13,202103_13,0,382.0
104,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,34.0,2021,3,13,202103_13,0,447.0
105,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,35.0,2021,3,13,202103_13,0,506.0
106,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,36.0,2021,4,13,202104_13,0,551.0
107,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,37.0,2021,4,13,202104_13,0,557.0
108,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,38.0,2021,4,13,202104_13,0,543.0
109,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,39.0,2021,4,13,202104_13,0,543.0
110,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,40.0,2021,4,14,202104_14,0,473.0
111,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,41.0,2021,4,14,202104_14,0,477.0
112,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,42.0,2021,4,14,202104_14,0,668.0
113,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,43.0,2021,4,14,202104_14,0,700.0
114,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,44.0,2021,4,14,202104_14,0,671.0
115,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,45.0,2021,4,14,202104_14,0,677.0
116,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,46.0,2021,4,14,202104_14,0,614.0
117,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,47.0,2021,4,15,202104_15,0,587.0
118,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,48.0,2021,4,15,202104_15,0,542.0
119,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,49.0,2021,4,15,202104_15,0,731.0
120,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0,2021,4,15,202104_15,0,698.0
121,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,51.0,2021,4,15,202104_15,0,673.0
122,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,52.0,2021,4,15,202104_15,0,658.0
123,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,53.0,2021,4,15,202104_15,0,671.0
124,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,54.0,2021,4,16,202104_16,0,532.0
125,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,55.0,2021,4,16,202104_16,0,549.0
126,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,56.0,2021,4,16,202104_16,0,731.0
127,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,57.0,2021,4,16,202104_16,0,735.0
128,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,58.0,2021,4,16,202104_16,0,797.0
129,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,59.0,2021,4,16,202104_16,0,785.0
130,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,60.0,2021,4,16,202104_16,0,644.0
131,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,61.0,2021,4,17,202104_17,0,499.0
132,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-04-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,62.0,2021,4,17,202104_17,0,512.0
133,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,63.0,2021,4,17,202104_17,0,769.0
134,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,64.0,2021,4,17,202104_17,0,679.0
135,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,65.0,2021,4,17,202104_17,0,661.0
136,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,66.0,2021,5,17,202105_17,0,627.0
137,김은미,1,33,수도권,0,0,0,0.0,12,20,50,2021-05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,67.0,2021,5,17,202105_17,0,606.0
